pt,nb_full,net_benefit_treat_all,net_benefit_treat_none,nb_tg0h_lr,nb_tg0h_rule
0.76,0.0951111111111111,-2.1222222222222222,0.0,0.08811111111111111,-0.026444444444444465
0.77,0.09365217391304348,-2.2579710144927536,0.0,0.08718840579710145,-0.03852173913043477
0.78,0.09193939393939393,-2.4060606060606062,0.0,0.08963636363636363,-0.05169696969696971
0.79,0.09190476190476189,-2.568253968253969,0.0,0.09092063492063492,-0.06612698412698417
0.8,0.092,-2.746666666666667,0.0,0.08933333333333333,-0.08200000000000005
0.81,0.09157894736842104,-2.9438596491228077,0.0,0.08757894736842105,-0.0995438596491229
0.8200000000000001,0.08896296296296295,-3.162962962962964,0.0,0.08496296296296295,-0.11903703703703714
0.8300000000000001,0.08478431372549017,-3.4078431372549036,0.0,0.08278431372549017,-0.14082352941176482
0.8400000000000001,0.08233333333333331,-3.683333333333336,0.0,0.086,-0.16533333333333358
0.85,0.08644444444444445,-3.995555555555555,0.0,0.08311111111111111,-0.19311111111111104
0.86,0.08323809523809525,-4.352380952380952,0.0,0.08742857142857144,-0.22485714285714278
0.87,0.08276923076923078,-4.764102564102563,0.0,0.0838974358974359,-0.2614871794871795
0.88,0.07977777777777778,-5.2444444444444445,0.0,0.08,-0.3042222222222223
0.89,0.08436363636363636,-5.8121212121212125,0.0,0.07430303030303032,-0.3547272727272728
0.9,0.08533333333333333,-6.493333333333334,0.0,0.07066666666666666,-0.41533333333333344
0.91,0.08037037037037037,-7.325925925925928,0.0,0.06622222222222221,-0.4894074074074076
0.92,0.07599999999999998,-8.36666666666667,0.0,0.06833333333333332,-0.5820000000000005
0.93,0.07876190476190474,-9.704761904761911,0.0,0.07123809523809521,-0.7010476190476197
0.9400000000000001,0.06866666666666664,-11.4888888888889,0.0,0.07399999999999997,-0.8597777777777788
0.9500000000000001,0.06199999999999995,-13.986666666666686,0.0,0.05933333333333327,-1.0820000000000018
0.9600000000000001,0.05733333333333327,-17.733333333333366,0.0,0.049333333333333236,-1.4153333333333362
0.97,0.0455555555555556,-23.977777777777757,0.0,0.030666666666666717,-1.970888888888887
0.98,0.02200000000000006,-36.46666666666663,0.0,-0.002666666666666581,-3.081999999999997
0.99,-0.06266666666666657,-73.93333333333327,0.0,0.005333333333333384,-6.415333333333328
